"route","file","line","label","type","auth_role","expected","actual","target","api_method","api_path","status","notes"
"/components/Footer.tsx","components\Footer.tsx","37","Advertiser Terms","Link","Authenticated","navigate","navigate","/legal/advertiser-terms","","","✅",""
"/components/Footer.tsx","components\Footer.tsx","38","Publisher Terms","Link","Authenticated","navigate","navigate","/legal/publisher-terms","","","✅",""
"/components/Footer.tsx","components\Footer.tsx","39","Cookie Policy","Link","Authenticated","navigate","navigate","/legal/cookies","","","✅",""
"/components/Footer.tsx","components\Footer.tsx","40","Cookie Preferences","Link","Authenticated","navigate","navigate","/legal/cookie-preferences","","","✅",""
"/components/FormatsTeaser.tsx","components\FormatsTeaser.tsx","68","Unknown","Link","Authenticated","navigate","navigate","/ad-formats","","","✅",""
"/components/FormatsTeaser.tsx","components\FormatsTeaser.tsx","69","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/Hero.tsx","components\Hero.tsx","65","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/Hero.tsx","components\Hero.tsx","66","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/Hero.tsx","components\Hero.tsx","70","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/Hero.tsx","components\Hero.tsx","71","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/marketing/Hero.tsx","components\marketing\Hero.tsx","82","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/marketing/Hero.tsx","components\marketing\Hero.tsx","87","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/marketing/Hero.tsx","components\marketing\Hero.tsx","93","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/marketing/Hero.tsx","components\marketing\Hero.tsx","99","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/marketing/Hero.tsx","components\marketing\Hero.tsx","108","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/publishers/CtaBand.tsx","components\publishers\CtaBand.tsx","14","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/CtaBand.tsx","components\publishers\CtaBand.tsx","15","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/CtaBand.tsx","components\publishers\CtaBand.tsx","19","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/CtaBand.tsx","components\publishers\CtaBand.tsx","20","Unknown","Link","Authenticated","unknown","unknown","/docs/publisher-integration","","","🔒",""
"/components/publishers/HeroPublishers.tsx","components\publishers\HeroPublishers.tsx","28","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/HeroPublishers.tsx","components\publishers\HeroPublishers.tsx","29","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/HeroPublishers.tsx","components\publishers\HeroPublishers.tsx","33","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/publishers/HeroPublishers.tsx","components\publishers\HeroPublishers.tsx","34","Unknown","Link","Authenticated","unknown","unknown","/contact","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","23","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","29","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","35","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","47","Unknown","Link","Authenticated","unknown","unknown","/app","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","48","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","57","Unknown","Link","Authenticated","unknown","unknown","/auth/signin","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","58","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","65","Unknown","Link","Authenticated","unknown","unknown","/auth/signin","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","66","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","78","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","93","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","99","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","105","Unknown","Link","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","113","Unknown","Link","Authenticated","unknown","unknown","/app","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","114","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","123","Unknown","Link","Authenticated","unknown","unknown","/auth/signin","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","124","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","131","Unknown","Link","Authenticated","unknown","unknown","/auth/signin","","","🔒",""
"/components/TopBar.tsx","components\TopBar.tsx","132","Unknown","Button","Authenticated","unknown","unknown","","","","🔒",""
"/components/ui/confirm-dialog.tsx","components\ui\confirm-dialog.tsx","65","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/ui/confirm-dialog.tsx","components\ui\confirm-dialog.tsx","67","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/components/ui/confirm-dialog.tsx","components\ui\confirm-dialog.tsx","72","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/ui/confirm-dialog.tsx","components\ui\confirm-dialog.tsx","74","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
"/components/ui/empty-state.tsx","components\ui\empty-state.tsx","36","Unknown","Button","Authenticated","navigate","navigate","","","","✅",""
"/components/ui/logo.tsx","components\ui\logo.tsx","20","Unknown","Link","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/ui/theme-toggle.tsx","components\ui\theme-toggle.tsx","26","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/ui/theme-toggle.tsx","components\ui\theme-toggle.tsx","40","Unknown","Button","Authenticated","unknown","no handler","","","","⚠️","No onClick or href"
"/components/ui/theme-toggle.tsx","components\ui\theme-toggle.tsx","43","Unknown","Unknown","Authenticated","navigate","navigate","","","","✅",""
